2025-08-28 14:08:54 | INFO     | app.logger:setup_logger:83 | {} | Logger configurado para financas_backend
2025-08-28 15:27:59 | INFO     | app.routes.transacoes_routes:criar_transacao:46 | {'http_method': 'POST', 'endpoint': '/transacoes', 'data': {'tipo': <TipoTransacao.ENTRADA: 'entrada'>, 'valor': 8000.0, 'descricao': 'Retainer mensal cliente Beta', 'categoria': 'Serviços', 'subcategoria': 'Suporte', 'forma_pagamento': <TipoPagamento.DEBITO: 'debito'>, 'e_parcelado': False, 'parcelas': None, 'total_parcelas': None, 'natureza_transacao': <NaturezaTransacao.PJ: 'pj'>, 'data_transacao': datetime.datetime(2025, 9, 5, 0, 0)}} | Recebendo dados de nova transação
2025-08-28 15:27:59 | DEBUG    | app.routes.transacoes_routes:criar_transacao:55 | {'http_method': 'POST', 'endpoint': '/transacoes', 'acknowledged': True, 'inserted_id': '68b09fafc1d01012006f5104'} | Resultado insert_one
2025-08-28 15:27:59 | SUCCESS  | app.routes.transacoes_routes:criar_transacao:67 | {'http_method': 'POST', 'endpoint': '/transacoes', 'transaction_id': '68b09fafc1d01012006f5104'} | Transação criada com sucesso
2025-08-28 15:28:06 | INFO     | app.routes.transacoes_routes:criar_transacao:46 | {'http_method': 'POST', 'endpoint': '/transacoes', 'data': {'tipo': <TipoTransacao.ENTRADA: 'entrada'>, 'valor': 670.75, 'descricao': 'Recebimento de venda online', 'categoria': 'Vendas', 'subcategoria': 'E-commerce', 'forma_pagamento': <TipoPagamento.CREDITO: 'credito'>, 'e_parcelado': False, 'parcelas': None, 'total_parcelas': None, 'natureza_transacao': <NaturezaTransacao.PF: 'pf'>, 'data_transacao': datetime.datetime(2025, 9, 12, 0, 0)}} | Recebendo dados de nova transação
2025-08-28 15:28:06 | DEBUG    | app.routes.transacoes_routes:criar_transacao:55 | {'http_method': 'POST', 'endpoint': '/transacoes', 'acknowledged': True, 'inserted_id': '68b09fb6c1d01012006f5105'} | Resultado insert_one
2025-08-28 15:28:06 | SUCCESS  | app.routes.transacoes_routes:criar_transacao:67 | {'http_method': 'POST', 'endpoint': '/transacoes', 'transaction_id': '68b09fb6c1d01012006f5105'} | Transação criada com sucesso
2025-08-28 15:28:20 | INFO     | app.routes.transacoes_routes:criar_transacao:46 | {'http_method': 'POST', 'endpoint': '/transacoes', 'data': {'tipo': <TipoTransacao.ENTRADA: 'entrada'>, 'valor': 15000.0, 'descricao': 'Pagamento antecipado projeto Delta', 'categoria': 'Projetos', 'subcategoria': 'Desenvolvimento', 'forma_pagamento': <TipoPagamento.PIX: 'pix'>, 'e_parcelado': False, 'parcelas': None, 'total_parcelas': None, 'natureza_transacao': <NaturezaTransacao.PJ: 'pj'>, 'data_transacao': datetime.datetime(2025, 9, 25, 0, 0)}} | Recebendo dados de nova transação
2025-08-28 15:28:20 | DEBUG    | app.routes.transacoes_routes:criar_transacao:55 | {'http_method': 'POST', 'endpoint': '/transacoes', 'acknowledged': True, 'inserted_id': '68b09fc4c1d01012006f5106'} | Resultado insert_one
2025-08-28 15:28:20 | SUCCESS  | app.routes.transacoes_routes:criar_transacao:67 | {'http_method': 'POST', 'endpoint': '/transacoes', 'transaction_id': '68b09fc4c1d01012006f5106'} | Transação criada com sucesso
2025-08-28 15:28:28 | INFO     | app.routes.transacoes_routes:criar_transacao:46 | {'http_method': 'POST', 'endpoint': '/transacoes', 'data': {'tipo': <TipoTransacao.ENTRADA: 'entrada'>, 'valor': 300.0, 'descricao': 'Venda de artesanato em feira', 'categoria': 'Vendas', 'subcategoria': 'Feira', 'forma_pagamento': <TipoPagamento.DEBITO: 'debito'>, 'e_parcelado': True, 'parcelas': 2, 'total_parcelas': 2, 'natureza_transacao': <NaturezaTransacao.PF: 'pf'>, 'data_transacao': datetime.datetime(2025, 8, 30, 0, 0)}} | Recebendo dados de nova transação
2025-08-28 15:28:28 | DEBUG    | app.routes.transacoes_routes:criar_transacao:55 | {'http_method': 'POST', 'endpoint': '/transacoes', 'acknowledged': True, 'inserted_id': '68b09fccc1d01012006f5107'} | Resultado insert_one
2025-08-28 15:28:28 | SUCCESS  | app.routes.transacoes_routes:criar_transacao:67 | {'http_method': 'POST', 'endpoint': '/transacoes', 'transaction_id': '68b09fccc1d01012006f5107'} | Transação criada com sucesso
2025-08-28 15:38:07 | INFO     | app.routes.transacoes_routes:criar_transacao:46 | {'http_method': 'POST', 'endpoint': '/transacoes', 'data': {'tipo': <TipoTransacao.ENTRADA: 'entrada'>, 'valor': 3500.0, 'descricao': 'Reembolso de despesas de viagem corporativa', 'categoria': 'Alimentação', 'subcategoria': 'Restaurantes', 'forma_pagamento': <TipoPagamento.PIX: 'pix'>, 'e_parcelado': False, 'parcelas': None, 'total_parcelas': None, 'natureza_transacao': <NaturezaTransacao.PJ: 'pj'>, 'data_transacao': datetime.datetime(2025, 9, 10, 0, 0)}} | Recebendo dados de nova transação
2025-08-28 15:38:07 | DEBUG    | app.routes.transacoes_routes:criar_transacao:55 | {'http_method': 'POST', 'endpoint': '/transacoes', 'acknowledged': True, 'inserted_id': '68b0a20fc1d01012006f5108'} | Resultado insert_one
2025-08-28 15:38:07 | SUCCESS  | app.routes.transacoes_routes:criar_transacao:67 | {'http_method': 'POST', 'endpoint': '/transacoes', 'transaction_id': '68b0a20fc1d01012006f5108'} | Transação criada com sucesso
2025-08-28 15:38:13 | INFO     | app.routes.transacoes_routes:criar_transacao:46 | {'http_method': 'POST', 'endpoint': '/transacoes', 'data': {'tipo': <TipoTransacao.ENTRADA: 'entrada'>, 'valor': 450.75, 'descricao': 'Venda de marmitas saudáveis', 'categoria': 'Alimentação', 'subcategoria': 'Lanches e Delivery', 'forma_pagamento': <TipoPagamento.CREDITO: 'credito'>, 'e_parcelado': False, 'parcelas': None, 'total_parcelas': None, 'natureza_transacao': <NaturezaTransacao.PF: 'pf'>, 'data_transacao': datetime.datetime(2025, 8, 22, 0, 0)}} | Recebendo dados de nova transação
2025-08-28 15:38:13 | DEBUG    | app.routes.transacoes_routes:criar_transacao:55 | {'http_method': 'POST', 'endpoint': '/transacoes', 'acknowledged': True, 'inserted_id': '68b0a215c1d01012006f5109'} | Resultado insert_one
2025-08-28 15:38:13 | SUCCESS  | app.routes.transacoes_routes:criar_transacao:67 | {'http_method': 'POST', 'endpoint': '/transacoes', 'transaction_id': '68b0a215c1d01012006f5109'} | Transação criada com sucesso
2025-08-28 15:38:20 | INFO     | app.routes.transacoes_routes:criar_transacao:46 | {'http_method': 'POST', 'endpoint': '/transacoes', 'data': {'tipo': <TipoTransacao.ENTRADA: 'entrada'>, 'valor': 9200.0, 'descricao': 'Faturamento mensal serviço de transporte interno', 'categoria': 'Transporte', 'subcategoria': 'Combustível', 'forma_pagamento': <TipoPagamento.DEBITO: 'debito'>, 'e_parcelado': False, 'parcelas': None, 'total_parcelas': None, 'natureza_transacao': <NaturezaTransacao.PJ: 'pj'>, 'data_transacao': datetime.datetime(2025, 9, 5, 0, 0)}} | Recebendo dados de nova transação
2025-08-28 15:38:20 | DEBUG    | app.routes.transacoes_routes:criar_transacao:55 | {'http_method': 'POST', 'endpoint': '/transacoes', 'acknowledged': True, 'inserted_id': '68b0a21cc1d01012006f510a'} | Resultado insert_one
2025-08-28 15:38:20 | SUCCESS  | app.routes.transacoes_routes:criar_transacao:67 | {'http_method': 'POST', 'endpoint': '/transacoes', 'transaction_id': '68b0a21cc1d01012006f510a'} | Transação criada com sucesso
2025-08-28 15:38:25 | INFO     | app.routes.transacoes_routes:criar_transacao:46 | {'http_method': 'POST', 'endpoint': '/transacoes', 'data': {'tipo': <TipoTransacao.ENTRADA: 'entrada'>, 'valor': 300.0, 'descricao': 'Reembolso corrida Uber', 'categoria': 'Transporte', 'subcategoria': 'Táxi / App de Corrida', 'forma_pagamento': <TipoPagamento.PIX: 'pix'>, 'e_parcelado': False, 'parcelas': None, 'total_parcelas': None, 'natureza_transacao': <NaturezaTransacao.PF: 'pf'>, 'data_transacao': datetime.datetime(2025, 8, 18, 0, 0)}} | Recebendo dados de nova transação
2025-08-28 15:38:25 | DEBUG    | app.routes.transacoes_routes:criar_transacao:55 | {'http_method': 'POST', 'endpoint': '/transacoes', 'acknowledged': True, 'inserted_id': '68b0a221c1d01012006f510b'} | Resultado insert_one
2025-08-28 15:38:25 | SUCCESS  | app.routes.transacoes_routes:criar_transacao:67 | {'http_method': 'POST', 'endpoint': '/transacoes', 'transaction_id': '68b0a221c1d01012006f510b'} | Transação criada com sucesso
2025-08-28 15:38:32 | INFO     | app.routes.transacoes_routes:criar_transacao:46 | {'http_method': 'POST', 'endpoint': '/transacoes', 'data': {'tipo': <TipoTransacao.ENTRADA: 'entrada'>, 'valor': 15000.0, 'descricao': 'Venda de 50 vagas em curso Python', 'categoria': 'Educação', 'subcategoria': 'Cursos Online', 'forma_pagamento': <TipoPagamento.CREDITO: 'credito'>, 'e_parcelado': True, 'parcelas': 5, 'total_parcelas': 5, 'natureza_transacao': <NaturezaTransacao.PJ: 'pj'>, 'data_transacao': datetime.datetime(2025, 9, 12, 0, 0)}} | Recebendo dados de nova transação
2025-08-28 15:38:32 | DEBUG    | app.routes.transacoes_routes:criar_transacao:55 | {'http_method': 'POST', 'endpoint': '/transacoes', 'acknowledged': True, 'inserted_id': '68b0a228c1d01012006f510c'} | Resultado insert_one
2025-08-28 15:38:32 | SUCCESS  | app.routes.transacoes_routes:criar_transacao:67 | {'http_method': 'POST', 'endpoint': '/transacoes', 'transaction_id': '68b0a228c1d01012006f510c'} | Transação criada com sucesso
2025-08-28 15:38:38 | INFO     | app.routes.transacoes_routes:criar_transacao:46 | {'http_method': 'POST', 'endpoint': '/transacoes', 'data': {'tipo': <TipoTransacao.ENTRADA: 'entrada'>, 'valor': 120.0, 'descricao': 'Venda de ingressos de cinema', 'categoria': 'Lazer', 'subcategoria': 'Cinema e Teatro', 'forma_pagamento': <TipoPagamento.DEBITO: 'debito'>, 'e_parcelado': False, 'parcelas': None, 'total_parcelas': None, 'natureza_transacao': <NaturezaTransacao.PF: 'pf'>, 'data_transacao': datetime.datetime(2025, 8, 28, 0, 0)}} | Recebendo dados de nova transação
2025-08-28 15:38:38 | DEBUG    | app.routes.transacoes_routes:criar_transacao:55 | {'http_method': 'POST', 'endpoint': '/transacoes', 'acknowledged': True, 'inserted_id': '68b0a22ec1d01012006f510d'} | Resultado insert_one
2025-08-28 15:38:38 | SUCCESS  | app.routes.transacoes_routes:criar_transacao:67 | {'http_method': 'POST', 'endpoint': '/transacoes', 'transaction_id': '68b0a22ec1d01012006f510d'} | Transação criada com sucesso
2025-08-28 15:44:58 | INFO     | app.main:lifespan:26 | {'event': 'shutdown'} | Encerrando a aplicação
2025-08-28 15:44:58 | INFO     | app.database:close_mongo_connection:39 | {} | Conexão com MongoDB fechada
2025-08-28 15:44:58 | INFO     | app.main:lifespan:28 | {'event': 'shutdown'} | Aplicação encerrada
2025-08-28 15:44:59 | INFO     | app.logger:setup_logger:83 | {} | Logger configurado para financas_backend
2025-08-28 15:44:59 | INFO     | app.main:lifespan:17 | {'event': 'startup'} | Iniciando aplicação FastAPI
2025-08-28 15:44:59 | INFO     | app.database:connect_to_mongo:18 | {'operation': 'connect', 'collection': None, 'database': 'finances-db'} | Iniciando conexão com mongoDB
2025-08-28 15:44:59 | DEBUG    | app.database:connect_to_mongo:19 | {'operation': 'connect', 'collection': None, 'database': 'finances-db'} | Database: finances-db
2025-08-28 15:44:59 | DEBUG    | app.database:connect_to_mongo:20 | {'operation': 'connect', 'collection': None, 'database': 'finances-db'} | URL: mongodb://admin:password@localhost:27017/finances-db?authSource=admin&replicaSet=rs0
2025-08-28 15:44:59 | INFO     | app.database:connect_to_mongo:28 | {'operation': 'connect', 'collection': None, 'database': 'finances-db'} | Conectado ao MongoDB com sucesso
2025-08-28 15:44:59 | SUCCESS  | app.main:lifespan:20 | {'event': 'startup'} | Aplicação iniciada com sucesso
2025-08-28 15:45:08 | INFO     | app.main:lifespan:26 | {'event': 'shutdown'} | Encerrando a aplicação
2025-08-28 15:45:08 | INFO     | app.database:close_mongo_connection:39 | {} | Conexão com MongoDB fechada
2025-08-28 15:45:08 | INFO     | app.main:lifespan:28 | {'event': 'shutdown'} | Aplicação encerrada
2025-08-28 15:45:08 | INFO     | app.logger:setup_logger:83 | {} | Logger configurado para financas_backend
2025-08-28 15:45:08 | INFO     | app.main:lifespan:17 | {'event': 'startup'} | Iniciando aplicação FastAPI
2025-08-28 15:45:08 | INFO     | app.database:connect_to_mongo:18 | {'operation': 'connect', 'collection': None, 'database': 'finances-db'} | Iniciando conexão com mongoDB
2025-08-28 15:45:08 | DEBUG    | app.database:connect_to_mongo:19 | {'operation': 'connect', 'collection': None, 'database': 'finances-db'} | Database: finances-db
2025-08-28 15:45:08 | DEBUG    | app.database:connect_to_mongo:20 | {'operation': 'connect', 'collection': None, 'database': 'finances-db'} | URL: mongodb://admin:password@localhost:27017/finances-db?authSource=admin&replicaSet=rs0
2025-08-28 15:45:08 | INFO     | app.database:connect_to_mongo:28 | {'operation': 'connect', 'collection': None, 'database': 'finances-db'} | Conectado ao MongoDB com sucesso
2025-08-28 15:45:08 | SUCCESS  | app.main:lifespan:20 | {'event': 'startup'} | Aplicação iniciada com sucesso
2025-08-28 15:45:14 | INFO     | app.routes.transacoes_routes:listar_transacoes:46 | {'http_method': 'GET', 'endpoint': '/transacoes'} | Listando todas as transações
2025-08-28 15:45:14 | SUCCESS  | app.routes.transacoes_routes:listar_transacoes:54 | {'http_method': 'GET', 'endpoint': '/transacoes', 'count': 13} | Total de transações retornadas
2025-08-28 15:46:43 | INFO     | app.routes.transacoes_routes:remover_transacao:253 | {'http_method': 'DELETE', 'endpoint': '/transacoes/68b0a22ec1d01012006f510d', 'transaction_id': '68b0a22ec1d01012006f510d'} | Iniciando remoção de transação
2025-08-28 15:46:43 | DEBUG    | app.routes.transacoes_routes:remover_transacao:264 | {'http_method': 'DELETE', 'endpoint': '/transacoes/68b0a22ec1d01012006f510d', 'transaction_id': '68b0a22ec1d01012006f510d', 'deleted_count': 1} | Resultado delete_one
2025-08-28 15:46:43 | SUCCESS  | app.routes.transacoes_routes:remover_transacao:270 | {'http_method': 'DELETE', 'endpoint': '/transacoes/68b0a22ec1d01012006f510d', 'transaction_id': '68b0a22ec1d01012006f510d'} | Transação removida com sucesso
2025-08-28 15:46:57 | INFO     | app.routes.transacoes_routes:remover_transacao:253 | {'http_method': 'DELETE', 'endpoint': '/transacoes/68b0a228c1d01012006f510c', 'transaction_id': '68b0a228c1d01012006f510c'} | Iniciando remoção de transação
2025-08-28 15:46:57 | DEBUG    | app.routes.transacoes_routes:remover_transacao:264 | {'http_method': 'DELETE', 'endpoint': '/transacoes/68b0a228c1d01012006f510c', 'transaction_id': '68b0a228c1d01012006f510c', 'deleted_count': 1} | Resultado delete_one
2025-08-28 15:46:57 | SUCCESS  | app.routes.transacoes_routes:remover_transacao:270 | {'http_method': 'DELETE', 'endpoint': '/transacoes/68b0a228c1d01012006f510c', 'transaction_id': '68b0a228c1d01012006f510c'} | Transação removida com sucesso
2025-08-28 15:47:01 | INFO     | app.routes.transacoes_routes:remover_transacao:253 | {'http_method': 'DELETE', 'endpoint': '/transacoes/68b0a228c1d01012006f510c', 'transaction_id': '68b0a228c1d01012006f510c'} | Iniciando remoção de transação
2025-08-28 15:47:01 | WARNING  | app.routes.transacoes_routes:remover_transacao:260 | {'http_method': 'DELETE', 'endpoint': '/transacoes/68b0a228c1d01012006f510c', 'transaction_id': '68b0a228c1d01012006f510c'} | Transação não encontrada para remoção
2025-08-28 15:47:08 | INFO     | app.routes.transacoes_routes:remover_transacao:253 | {'http_method': 'DELETE', 'endpoint': '/transacoes/68b0a221c1d01012006f510b', 'transaction_id': '68b0a221c1d01012006f510b'} | Iniciando remoção de transação
2025-08-28 15:47:08 | DEBUG    | app.routes.transacoes_routes:remover_transacao:264 | {'http_method': 'DELETE', 'endpoint': '/transacoes/68b0a221c1d01012006f510b', 'transaction_id': '68b0a221c1d01012006f510b', 'deleted_count': 1} | Resultado delete_one
2025-08-28 15:47:08 | SUCCESS  | app.routes.transacoes_routes:remover_transacao:270 | {'http_method': 'DELETE', 'endpoint': '/transacoes/68b0a221c1d01012006f510b', 'transaction_id': '68b0a221c1d01012006f510b'} | Transação removida com sucesso
2025-08-28 15:47:17 | INFO     | app.routes.transacoes_routes:remover_transacao:253 | {'http_method': 'DELETE', 'endpoint': '/transacoes/68b0a21cc1d01012006f510a', 'transaction_id': '68b0a21cc1d01012006f510a'} | Iniciando remoção de transação
2025-08-28 15:47:17 | DEBUG    | app.routes.transacoes_routes:remover_transacao:264 | {'http_method': 'DELETE', 'endpoint': '/transacoes/68b0a21cc1d01012006f510a', 'transaction_id': '68b0a21cc1d01012006f510a', 'deleted_count': 1} | Resultado delete_one
2025-08-28 15:47:17 | SUCCESS  | app.routes.transacoes_routes:remover_transacao:270 | {'http_method': 'DELETE', 'endpoint': '/transacoes/68b0a21cc1d01012006f510a', 'transaction_id': '68b0a21cc1d01012006f510a'} | Transação removida com sucesso
2025-08-28 15:47:22 | INFO     | app.routes.transacoes_routes:remover_transacao:253 | {'http_method': 'DELETE', 'endpoint': '/transacoes/68b0a215c1d01012006f5109', 'transaction_id': '68b0a215c1d01012006f5109'} | Iniciando remoção de transação
2025-08-28 15:47:22 | DEBUG    | app.routes.transacoes_routes:remover_transacao:264 | {'http_method': 'DELETE', 'endpoint': '/transacoes/68b0a215c1d01012006f5109', 'transaction_id': '68b0a215c1d01012006f5109', 'deleted_count': 1} | Resultado delete_one
2025-08-28 15:47:22 | SUCCESS  | app.routes.transacoes_routes:remover_transacao:270 | {'http_method': 'DELETE', 'endpoint': '/transacoes/68b0a215c1d01012006f5109', 'transaction_id': '68b0a215c1d01012006f5109'} | Transação removida com sucesso
2025-08-28 15:47:26 | INFO     | app.routes.transacoes_routes:remover_transacao:253 | {'http_method': 'DELETE', 'endpoint': '/transacoes/68b0a20fc1d01012006f5108', 'transaction_id': '68b0a20fc1d01012006f5108'} | Iniciando remoção de transação
2025-08-28 15:47:26 | DEBUG    | app.routes.transacoes_routes:remover_transacao:264 | {'http_method': 'DELETE', 'endpoint': '/transacoes/68b0a20fc1d01012006f5108', 'transaction_id': '68b0a20fc1d01012006f5108', 'deleted_count': 1} | Resultado delete_one
2025-08-28 15:47:26 | SUCCESS  | app.routes.transacoes_routes:remover_transacao:270 | {'http_method': 'DELETE', 'endpoint': '/transacoes/68b0a20fc1d01012006f5108', 'transaction_id': '68b0a20fc1d01012006f5108'} | Transação removida com sucesso
2025-08-28 15:47:30 | INFO     | app.routes.transacoes_routes:remover_transacao:253 | {'http_method': 'DELETE', 'endpoint': '/transacoes/68b09fccc1d01012006f5107', 'transaction_id': '68b09fccc1d01012006f5107'} | Iniciando remoção de transação
2025-08-28 15:47:30 | DEBUG    | app.routes.transacoes_routes:remover_transacao:264 | {'http_method': 'DELETE', 'endpoint': '/transacoes/68b09fccc1d01012006f5107', 'transaction_id': '68b09fccc1d01012006f5107', 'deleted_count': 1} | Resultado delete_one
2025-08-28 15:47:30 | SUCCESS  | app.routes.transacoes_routes:remover_transacao:270 | {'http_method': 'DELETE', 'endpoint': '/transacoes/68b09fccc1d01012006f5107', 'transaction_id': '68b09fccc1d01012006f5107'} | Transação removida com sucesso
2025-08-28 15:47:34 | INFO     | app.routes.transacoes_routes:remover_transacao:253 | {'http_method': 'DELETE', 'endpoint': '/transacoes/68b09fc4c1d01012006f5106', 'transaction_id': '68b09fc4c1d01012006f5106'} | Iniciando remoção de transação
2025-08-28 15:47:34 | DEBUG    | app.routes.transacoes_routes:remover_transacao:264 | {'http_method': 'DELETE', 'endpoint': '/transacoes/68b09fc4c1d01012006f5106', 'transaction_id': '68b09fc4c1d01012006f5106', 'deleted_count': 1} | Resultado delete_one
2025-08-28 15:47:34 | SUCCESS  | app.routes.transacoes_routes:remover_transacao:270 | {'http_method': 'DELETE', 'endpoint': '/transacoes/68b09fc4c1d01012006f5106', 'transaction_id': '68b09fc4c1d01012006f5106'} | Transação removida com sucesso
2025-08-28 15:47:40 | INFO     | app.routes.transacoes_routes:listar_transacoes:46 | {'http_method': 'GET', 'endpoint': '/transacoes'} | Listando todas as transações
2025-08-28 15:47:40 | SUCCESS  | app.routes.transacoes_routes:listar_transacoes:54 | {'http_method': 'GET', 'endpoint': '/transacoes', 'count': 5} | Total de transações retornadas
2025-08-28 15:47:57 | INFO     | app.routes.transacoes_routes:remover_transacao:253 | {'http_method': 'DELETE', 'endpoint': '/transacoes/68b09fb6c1d01012006f5105', 'transaction_id': '68b09fb6c1d01012006f5105'} | Iniciando remoção de transação
2025-08-28 15:47:57 | DEBUG    | app.routes.transacoes_routes:remover_transacao:264 | {'http_method': 'DELETE', 'endpoint': '/transacoes/68b09fb6c1d01012006f5105', 'transaction_id': '68b09fb6c1d01012006f5105', 'deleted_count': 1} | Resultado delete_one
2025-08-28 15:47:57 | SUCCESS  | app.routes.transacoes_routes:remover_transacao:270 | {'http_method': 'DELETE', 'endpoint': '/transacoes/68b09fb6c1d01012006f5105', 'transaction_id': '68b09fb6c1d01012006f5105'} | Transação removida com sucesso
2025-08-28 15:48:00 | INFO     | app.routes.transacoes_routes:remover_transacao:253 | {'http_method': 'DELETE', 'endpoint': '/transacoes/68b09fafc1d01012006f5104', 'transaction_id': '68b09fafc1d01012006f5104'} | Iniciando remoção de transação
2025-08-28 15:48:00 | DEBUG    | app.routes.transacoes_routes:remover_transacao:264 | {'http_method': 'DELETE', 'endpoint': '/transacoes/68b09fafc1d01012006f5104', 'transaction_id': '68b09fafc1d01012006f5104', 'deleted_count': 1} | Resultado delete_one
2025-08-28 15:48:00 | SUCCESS  | app.routes.transacoes_routes:remover_transacao:270 | {'http_method': 'DELETE', 'endpoint': '/transacoes/68b09fafc1d01012006f5104', 'transaction_id': '68b09fafc1d01012006f5104'} | Transação removida com sucesso
2025-08-28 15:48:03 | INFO     | app.routes.transacoes_routes:remover_transacao:253 | {'http_method': 'DELETE', 'endpoint': '/transacoes/68b09fafc1d01012006f5104', 'transaction_id': '68b09fafc1d01012006f5104'} | Iniciando remoção de transação
2025-08-28 15:48:03 | WARNING  | app.routes.transacoes_routes:remover_transacao:260 | {'http_method': 'DELETE', 'endpoint': '/transacoes/68b09fafc1d01012006f5104', 'transaction_id': '68b09fafc1d01012006f5104'} | Transação não encontrada para remoção
2025-08-28 15:48:06 | INFO     | app.routes.transacoes_routes:remover_transacao:253 | {'http_method': 'DELETE', 'endpoint': '/transacoes/68b09fa8c1d01012006f5103', 'transaction_id': '68b09fa8c1d01012006f5103'} | Iniciando remoção de transação
2025-08-28 15:48:06 | DEBUG    | app.routes.transacoes_routes:remover_transacao:264 | {'http_method': 'DELETE', 'endpoint': '/transacoes/68b09fa8c1d01012006f5103', 'transaction_id': '68b09fa8c1d01012006f5103', 'deleted_count': 1} | Resultado delete_one
2025-08-28 15:48:06 | SUCCESS  | app.routes.transacoes_routes:remover_transacao:270 | {'http_method': 'DELETE', 'endpoint': '/transacoes/68b09fa8c1d01012006f5103', 'transaction_id': '68b09fa8c1d01012006f5103'} | Transação removida com sucesso
2025-08-28 15:48:09 | INFO     | app.routes.transacoes_routes:remover_transacao:253 | {'http_method': 'DELETE', 'endpoint': '/transacoes/68b09f9fc1d01012006f5102', 'transaction_id': '68b09f9fc1d01012006f5102'} | Iniciando remoção de transação
2025-08-28 15:48:09 | DEBUG    | app.routes.transacoes_routes:remover_transacao:264 | {'http_method': 'DELETE', 'endpoint': '/transacoes/68b09f9fc1d01012006f5102', 'transaction_id': '68b09f9fc1d01012006f5102', 'deleted_count': 1} | Resultado delete_one
2025-08-28 15:48:09 | SUCCESS  | app.routes.transacoes_routes:remover_transacao:270 | {'http_method': 'DELETE', 'endpoint': '/transacoes/68b09f9fc1d01012006f5102', 'transaction_id': '68b09f9fc1d01012006f5102'} | Transação removida com sucesso
2025-08-28 15:48:12 | INFO     | app.routes.transacoes_routes:remover_transacao:253 | {'http_method': 'DELETE', 'endpoint': '/transacoes/68b09004b18e182f5a927515', 'transaction_id': '68b09004b18e182f5a927515'} | Iniciando remoção de transação
2025-08-28 15:48:12 | DEBUG    | app.routes.transacoes_routes:remover_transacao:264 | {'http_method': 'DELETE', 'endpoint': '/transacoes/68b09004b18e182f5a927515', 'transaction_id': '68b09004b18e182f5a927515', 'deleted_count': 1} | Resultado delete_one
2025-08-28 15:48:12 | SUCCESS  | app.routes.transacoes_routes:remover_transacao:270 | {'http_method': 'DELETE', 'endpoint': '/transacoes/68b09004b18e182f5a927515', 'transaction_id': '68b09004b18e182f5a927515'} | Transação removida com sucesso
2025-08-28 15:48:37 | INFO     | app.routes.transacoes_routes:criar_transacao:80 | {'http_method': 'POST', 'endpoint': '/transacoes', 'data': {'tipo': <TipoTransacao.ENTRADA: 'entrada'>, 'valor': 120.0, 'descricao': 'Venda de ingressos de cinema', 'categoria': 'Lazer', 'subcategoria': 'Cinema e Teatro', 'forma_pagamento': <TipoPagamento.DEBITO: 'debito'>, 'e_parcelado': False, 'parcelas': None, 'total_parcelas': None, 'natureza_transacao': <NaturezaTransacao.PF: 'pf'>, 'data_transacao': datetime.datetime(2025, 8, 28, 0, 0)}} | Recebendo dados de nova transação
2025-08-28 15:48:37 | DEBUG    | app.routes.transacoes_routes:criar_transacao:111 | {'http_method': 'POST', 'endpoint': '/transacoes', 'acknowledged': True, 'inserted_id': '68b0a4859a0aa7102eb2adc7'} | Resultado insert_one
2025-08-28 15:48:37 | SUCCESS  | app.routes.transacoes_routes:criar_transacao:125 | {'http_method': 'POST', 'endpoint': '/transacoes', 'transaction_id': '68b0a4859a0aa7102eb2adc7'} | Transação criada com sucesso
2025-08-28 15:48:39 | INFO     | app.routes.transacoes_routes:criar_transacao:80 | {'http_method': 'POST', 'endpoint': '/transacoes', 'data': {'tipo': <TipoTransacao.ENTRADA: 'entrada'>, 'valor': 15000.0, 'descricao': 'Venda de 50 vagas em curso Python', 'categoria': 'Educação', 'subcategoria': 'Cursos Online', 'forma_pagamento': <TipoPagamento.CREDITO: 'credito'>, 'e_parcelado': True, 'parcelas': 5, 'total_parcelas': 5, 'natureza_transacao': <NaturezaTransacao.PJ: 'pj'>, 'data_transacao': datetime.datetime(2025, 9, 12, 0, 0)}} | Recebendo dados de nova transação
2025-08-28 15:48:39 | DEBUG    | app.routes.transacoes_routes:criar_transacao:111 | {'http_method': 'POST', 'endpoint': '/transacoes', 'acknowledged': True, 'inserted_id': '68b0a4879a0aa7102eb2adc8'} | Resultado insert_one
2025-08-28 15:48:39 | SUCCESS  | app.routes.transacoes_routes:criar_transacao:125 | {'http_method': 'POST', 'endpoint': '/transacoes', 'transaction_id': '68b0a4879a0aa7102eb2adc8'} | Transação criada com sucesso
2025-08-28 15:48:46 | INFO     | app.routes.transacoes_routes:criar_transacao:80 | {'http_method': 'POST', 'endpoint': '/transacoes', 'data': {'tipo': <TipoTransacao.ENTRADA: 'entrada'>, 'valor': 300.0, 'descricao': 'Reembolso corrida Uber', 'categoria': 'Transporte', 'subcategoria': 'Táxi / App de Corrida', 'forma_pagamento': <TipoPagamento.PIX: 'pix'>, 'e_parcelado': False, 'parcelas': None, 'total_parcelas': None, 'natureza_transacao': <NaturezaTransacao.PF: 'pf'>, 'data_transacao': datetime.datetime(2025, 8, 18, 0, 0)}} | Recebendo dados de nova transação
2025-08-28 15:48:46 | DEBUG    | app.routes.transacoes_routes:criar_transacao:111 | {'http_method': 'POST', 'endpoint': '/transacoes', 'acknowledged': True, 'inserted_id': '68b0a48e9a0aa7102eb2adc9'} | Resultado insert_one
